Sample,Value
3623,35.82850
3624,35.82138
3625,35.81424
3626,35.80710
3627,35.79996
3628,35.79281
3629,35.78566
3630,35.77850
3631,35.77133
3632,35.76416
3633,35.75699
3634,35.74981
3635,35.74262
3636,35.73543
3637,35.72824
3638,35.72103
3639,35.71383
3640,35.70662
3641,35.69940
3642,35.69218
3643,35.68495
3644,35.67772
3645,35.67048
3646,35.66324
3647,35.65599
3648,35.64873
3649,35.64148
3650,35.63421
3651,35.62694
3652,35.61967
3653,35.61239
3654,35.60511
3655,35.59782
3656,35.59052
3657,35.58322
3658,35.57592
3659,35.56861
3660,35.56129
3661,35.55397
3662,35.54664
3663,35.53931
3664,35.53198
3665,35.52464
3666,35.51729
3667,35.50994
3668,35.50258
3669,35.49522
3670,35.48785
3671,35.48048
3672,35.47310
3673,35.46572
3674,35.45833
3675,35.45094
3676,35.44354
3677,35.43614
3678,35.42873
3679,35.42132
3680,35.41390
3681,35.40648
3682,35.39905
3683,35.39162
3684,35.38418
3685,35.37674
3686,35.36929
3687,35.36183
3688,35.35438
3689,35.34691
3690,35.33944
3691,35.33197
3692,35.32449
3693,35.31701
3694,35.30952
3695,35.30202
3696,35.29452
3697,35.28702
3698,35.27951
3699,35.27199
3700,35.26448
3701,30.03688
3702,35.24942
3703,35.24189
3704,35.23435
3705,35.22680
3706,35.21925
3707,35.21170
3708,35.20414
3709,35.19657
3710,35.18900
3711,35.18143
3712,35.17385
3713,35.16627
3714,35.15868
3715,35.15108
3716,35.14348
3717,35.13588
3718,35.12827
3719,35.12065
3720,35.11303
3721,35.10541
3722,35.09778
3723,35.09014
3724,35.08250
3725,35.07486
3726,35.06721
3727,35.05956
3728,35.05190
3729,35.04423
3730,35.03656
3731,35.02889
3732,35.02121
3733,35.01353
3734,35.00584
3735,34.99814
3736,34.99044
3737,34.98274
3738,34.97503
3739,34.96732
3740,34.95960
3741,34.95187
3742,34.94415
3743,34.93641
3744,34.92867
3745,34.92093
3746,34.91318
3747,34.90543
3748,34.89767
3749,34.88991
3750,34.88214
3751,34.87437
3752,34.86659
3753,34.85881
3754,34.85102
3755,34.84323
3756,34.83543
3757,34.82763
3758,34.81982
3759,34.81201
3760,34.80420
3761,34.79637
3762,34.78855
3763,34.78072
3764,34.77288
3765,34.76504
3766,34.75720
3767,34.74934
3768,34.74149
3769,34.73363
3770,34.72576
3771,34.71789
3772,34.71002
3773,34.70214
3774,34.69426
3775,34.68637
3776,34.67847
3777,34.67058
3778,34.66267
3779,34.65476
3780,34.64685
3781,34.63893
3782,34.63101
3783,34.62308
3784,34.61515
3785,34.60721
3786,34.59927
3787,34.59133
3788,34.58337
3789,34.57542
3790,34.56746
3791,34.55949
3792,34.55152
3793,34.54355
3794,34.53557
3795,34.52758
3796,34.51959
3797,34.51160
3798,34.50360
3799,34.49560
3800,34.48759
3801,40.69493
3802,34.47156
3803,34.46353
3804,34.45551
3805,34.44747
3806,34.43944
3807,34.43140
3808,34.42335
3809,34.41530
3810,34.40724
3811,34.39918
3812,34.39112
3813,34.38305
3814,34.37498
3815,34.36690
3816,34.35881
3817,34.35072
3818,34.34263
3819,34.33453
3820,34.32643
3821,34.31832
3822,34.31021
3823,34.30210
3824,34.29398
3825,34.28585
3826,34.27772
3827,34.26958
3828,34.26144
3829,34.25330
3830,34.24515
3831,34.23700
3832,34.22884
3833,34.22068
3834,34.21251
3835,34.20434
3836,34.19616
3837,34.18798
3838,34.17979
3839,34.17160
3840,34.16341
3841,34.15521
3842,34.14700
3843,34.13879
3844,34.13058
3845,34.12236
3846,34.11414
3847,34.10591
3848,34.09768
3849,34.08944
3850,34.08120
3851,34.07296
3852,34.06471
3853,34.05645
3854,34.04819
3855,34.03993
3856,34.03166
3857,34.02339
3858,34.01511
3859,34.00683
3860,33.99854
3861,33.99025
3862,33.98196
3863,33.97365
3864,33.96535
3865,33.95704
3866,33.94873
3867,33.94041
3868,33.93209
3869,33.92376
3870,33.91543
3871,33.90709
3872,33.89875
3873,33.89040
3874,33.88205
3875,33.87370
3876,33.86534
3877,33.85698
3878,33.84861
3879,33.84024
3880,33.83186
3881,33.82348
3882,33.81509
3883,33.80670
3884,33.79831
3885,33.78991
3886,33.78151
3887,33.77310
3888,33.76469
3889,33.75627
3890,33.74785
3891,33.73942
3892,33.73099
3893,33.72256
3894,33.71412
3895,33.70567
3896,33.69723
3897,33.68877
3898,33.68032
3899,33.67186
3900,33.66339
3901,35.07058
3902,33.64645
3903,33.63797
3904,33.62948
3905,33.62100
3906,33.61250
3907,33.60401
3908,33.59551
3909,33.58700
3910,33.57849
3911,33.56998
3912,33.56146
3913,33.55294
3914,33.54441
3915,33.53588
3916,33.52734
3917,33.51880
3918,33.51026
3919,33.50171
3920,33.49316
3921,33.48460
3922,33.47604
3923,33.46747
3924,33.45890
3925,33.45033
3926,33.44175
3927,33.43316
3928,33.42458
3929,33.41598
3930,33.40739
3931,33.39879
3932,33.39018
3933,33.38157
3934,33.37296
3935,33.36434
3936,33.35572
3937,33.34709
3938,33.33846
3939,33.32983
3940,33.32119
3941,33.31254
3942,33.30390
3943,33.29524
3944,33.28659
3945,33.27793
3946,33.26926
3947,33.26059
3948,33.25192
3949,33.24324
3950,33.23456
3951,33.22587
3952,33.21718
3953,33.20849
3954,33.19979
3955,33.19109
3956,33.18238
3957,33.17367
3958,33.16495
3959,33.15623
3960,33.14751
3961,33.13878
3962,33.13005
3963,33.12131
3964,33.11257
3965,33.10383
3966,33.09508
3967,33.08632
3968,33.07756
3969,33.06880
3970,33.06004
3971,33.05127
3972,33.04249
3973,33.03371
3974,33.02493
3975,33.01614
3976,33.00735
3977,32.99856
3978,32.98976
3979,32.98096
3980,32.97215
3981,32.96334
3982,32.95452
3983,32.94570
3984,32.93688
3985,32.92805
3986,32.91922
3987,32.91038
3988,32.90154
3989,32.89270
3990,32.88385
3991,32.87499
3992,32.86614
3993,32.85728
3994,32.84841
3995,32.83954
3996,32.83067
3997,32.82179
3998,32.81291
3999,32.80403
4000,32.79514
4001,25.80194
4002,32.77734
4003,32.76844
4004,32.75954
4005,32.75063
4006,32.74171
4007,32.73280
4008,32.72387
4009,32.71495
4010,32.70602
4011,32.69708
4012,32.68815
4013,32.67920
4014,32.67026
4015,32.66131
4016,32.65235
4017,32.64339
4018,32.63443
4019,32.62547
4020,32.61650
4021,32.60752
4022,32.59854
4023,32.58956
4024,32.58058
4025,32.57159
4026,32.56259
4027,32.55359
4028,32.54459
4029,32.53559
4030,32.52658
4031,32.51756
4032,32.50854
4033,32.49952
4034,32.49050
4035,32.48147
4036,32.47243
4037,32.46340
4038,32.45435
4039,32.44531
4040,32.43626
4041,32.42721
4042,32.41815
4043,32.40909
4044,32.40002
4045,32.39095
4046,32.38188
4047,32.37280
4048,32.36372
4049,32.35464
4050,32.34555
4051,32.33646
4052,32.32736
4053,32.31826
4054,32.30916
4055,32.30005
4056,32.29094
4057,32.28182
4058,32.27270
4059,32.26358
4060,32.25445
4061,32.24532
4062,32.23619
4063,32.22705
4064,32.21791
4065,32.20876
4066,32.19961
4067,32.19046
4068,32.18130
4069,32.17214
4070,32.16297
4071,32.15380
4072,32.14463
4073,32.13545
4074,32.12627
4075,32.11709
4076,32.10790
4077,32.09871
4078,32.08951
4079,32.08031
4080,32.07111
4081,32.06190
4082,32.05269
4083,32.04348
4084,32.03426
4085,32.02503
4086,32.01581
4087,32.00658
4088,31.99735
4089,31.98811
4090,31.97887
4091,31.96962
4092,31.96037
4093,31.95112
4094,31.94187
4095,31.93261
4096,31.92334
4097,31.91407
4098,31.90480
4099,31.89553
4100,31.88625
4101,26.76648
4102,31.86768
4103,31.85839
4104,31.84910
4105,31.83980
4106,31.83050
4107,31.82120
4108,31.81189
4109,31.80258
4110,31.79326
4111,31.78395
4112,31.77462
4113,31.76530
4114,31.75597
4115,31.74663
4116,31.73730
4117,31.72796
4118,31.71861
4119,31.70926
4120,31.69991
4121,31.69056
4122,31.68120
4123,31.67183
4124,31.66247
4125,31.65310
4126,31.64372
4127,31.63435
4128,31.62497
4129,31.61558
4130,31.60619
4131,31.59680
4132,31.58741
4133,31.57801
4134,31.56861
4135,31.55920
4136,31.54979
4137,31.54038
4138,31.53096
4139,31.52154
4140,31.51212
4141,31.50269
4142,31.49326
4143,31.48383
4144,31.47439
4145,31.46495
4146,31.45550
4147,31.44605
4148,31.43660
4149,31.42715
4150,31.41769
4151,31.40822
4152,31.39876
4153,31.38929
4154,31.37982
4155,31.37034
4156,31.36086
4157,31.35138
4158,31.34189
4159,31.33240
4160,31.32290
4161,31.31341
4162,31.30390
4163,31.29440
4164,31.28489
4165,31.27538
4166,31.26587
4167,31.25635
4168,31.24683
4169,31.23730
4170,31.22777
4171,31.21824
4172,31.20870
4173,31.19916
4174,31.18962
4175,31.18008
4176,31.17053
4177,31.16097
4178,31.15142
4179,31.14186
4180,31.13229
4181,31.12273
4182,31.11316
4183,31.10359
4184,31.09401
4185,31.08443
4186,31.07485
4187,31.06526
4188,31.05567
4189,31.04607
4190,31.03648
4191,31.02688
4192,31.01727
4193,31.00767
4194,30.99806
4195,30.98844
4196,30.97883
4197,30.96920
4198,30.95958
4199,30.94995
4200,30.94032
4201,38.93976
4202,30.92105
4203,30.91141
4204,30.90177
4205,30.89212
4206,30.88247
4207,30.87282
4208,30.86316
4209,30.85350
4210,30.84384
4211,30.83417
4212,30.82450
4213,30.81482
4214,30.80515
4215,30.79547
4216,30.78578
4217,30.77610
4218,30.76641
4219,30.75671
4220,30.74702
4221,30.73732
4222,30.72762
4223,30.71791
4224,30.70820
4225,30.69849
4226,30.68877
4227,30.67905
4228,30.66933
4229,30.65960
4230,30.64988
4231,30.64014
4232,30.63041
4233,30.62067
4234,30.61093
4235,30.60118
4236,30.59144
4237,30.58168
4238,30.57193
4239,30.56217
4240,30.55241
4241,30.54265
4242,30.53288
4243,30.52311
4244,30.51334
4245,30.50356
4246,30.49378
4247,30.48400
4248,30.47421
4249,30.46442
4250,30.45463
4251,30.44483
4252,30.43504
4253,30.42523
4254,30.41543
4255,30.40562
4256,30.39581
4257,30.38599
4258,30.37618
4259,30.36636
4260,30.35653
4261,30.34671
4262,30.33688
4263,30.32704
4264,30.31721
4265,30.30737
4266,30.29753
4267,30.28768
4268,30.27783
4269,30.26798
4270,30.25813
4271,30.24827
4272,30.23841
4273,30.22854
4274,30.21868
4275,30.20881
4276,30.19894
4277,30.18906
4278,30.17918
4279,30.16930
4280,30.15941
4281,30.14953
4282,30.13963
4283,30.12974
4284,30.11984
4285,30.10994
4286,30.10004
4287,30.09013
4288,30.08023
4289,30.07031
4290,30.06040
4291,30.05048
4292,30.04056
4293,30.03064
4294,30.02071
4295,30.01078
4296,30.00085
4297,29.99091
4298,29.98097
4299,29.97103
4300,29.96109
4301,38.44930
4302,29.94119
4303,29.93123
4304,29.92128
4305,29.91132
4306,29.90136
4307,29.89139
4308,29.88142
4309,29.87145
4310,29.86148
4311,29.85150
4312,29.84152
4313,29.83154
4314,29.82155
4315,29.81156
4316,29.80157
4317,29.79158
4318,29.78158
4319,29.77158
4320,29.76158
4321,29.75157
4322,29.74156
4323,29.73155
4324,29.72154
4325,29.71152
4326,29.70150
4327,29.69148
4328,29.68145
4329,29.67142
4330,29.66139
4331,29.65136
4332,29.64132
4333,29.63128
4334,29.62124
4335,29.61119
4336,29.60115
4337,29.59109
4338,29.58104
4339,29.57098
4340,29.56092
4341,29.55086
4342,29.54080
4343,29.53073
4344,29.52066
4345,29.51059
4346,29.50051
4347,29.49043
4348,29.48035
4349,29.47027
4350,29.46018
4351,29.45009
4352,29.44000
4353,29.42990
4354,29.41980
4355,29.40970
4356,29.39960
4357,29.38949
4358,29.37938
4359,29.36927
4360,29.35916
4361,29.34904
4362,29.33892
4363,29.32880
4364,29.31867
4365,29.30854
4366,29.29841
4367,29.28828
4368,29.27814
4369,29.26801
4370,29.25786
4371,29.24772
4372,29.23757
4373,29.22742
4374,29.21727
4375,29.20712
4376,29.19696
4377,29.18680
4378,29.17664
4379,29.16647
4380,29.15630
4381,29.14613
4382,29.13596
4383,29.12579
4384,29.11561
4385,29.10543
4386,29.09524
4387,29.08506
4388,29.07487
4389,29.06468
4390,29.05448
4391,29.04429
4392,29.03409
4393,29.02389
4394,29.01368
4395,29.00347
4396,28.99326
4397,28.98305
4398,28.97284
4399,28.96262
4400,28.95240
4401,37.63172
4402,28.93195
4403,28.92173
4404,28.91150
4405,28.90127
4406,28.89103
4407,28.88079
4408,28.87055
4409,28.86031
4410,28.85007
4411,28.83982
4412,28.82957
4413,28.81932
4414,28.80906
4415,28.79880
4416,28.78854
4417,28.77828
4418,28.76802
4419,28.75775
4420,28.74748
4421,28.73721
4422,28.72693
4423,28.71666
4424,28.70638
4425,28.69609
4426,28.68581
4427,28.67552
4428,28.66523
4429,28.65494
4430,28.64465
4431,28.63435
4432,28.62405
4433,28.61375
4434,28.60345
4435,28.59314
4436,28.58283
4437,28.57252
4438,28.56221
4439,28.55189
4440,28.54157
4441,28.53125
4442,28.52093
4443,28.51060
4444,28.50027
4445,28.48994
4446,28.47961
4447,28.46928
4448,28.45894
4449,28.44860
4450,28.43826
4451,28.42791
4452,28.41757
4453,28.40722
4454,28.39687
4455,28.38651
4456,28.37616
4457,28.36580
4458,28.35544
4459,28.34507
4460,28.33471
4461,28.32434
4462,28.31397
4463,28.30360
4464,28.29323
4465,28.28285
4466,28.27247
4467,28.26209
4468,28.25170
4469,28.24132
4470,28.23093
4471,28.22054
4472,28.21015
4473,28.19975
4474,28.18936
4475,28.17896
4476,28.16855
4477,28.15815
4478,28.14774
4479,28.13734
4480,28.12693
4481,28.11651
4482,28.10610
4483,28.09568
4484,28.08526
4485,28.07484
4486,28.06442
4487,28.05399
4488,28.04356
4489,28.03313
4490,28.02270
4491,28.01226
4492,28.00183
4493,27.99139
4494,27.98095
4495,27.97050
4496,27.96006
4497,27.94961
4498,27.93916
4499,27.92871
4500,27.91825
4501,33.08609
4502,27.89734
4503,27.88688
4504,27.87642
4505,27.86595
4506,27.85548
4507,27.84501
4508,27.83454
4509,27.82407
4510,27.81359
4511,27.80312
4512,27.79264
4513,27.78216
4514,27.77167
4515,27.76119
4516,27.75070
4517,27.74021
4518,27.72972
4519,27.71922
4520,27.70873
4521,27.69823
4522,27.68773
4523,27.67723
4524,27.66672
4525,27.65621
4526,27.64571
4527,27.63520
4528,27.62468
4529,27.61417
4530,27.60365
4531,27.59313
4532,27.58261
4533,27.57209
4534,27.56157
4535,27.55104
4536,27.54051
4537,27.52998
4538,27.51945
4539,27.50891
4540,27.49838
4541,27.48784
4542,27.47730
4543,27.46675
4544,27.45621
4545,27.44566
4546,27.43512
4547,27.42456
4548,27.41401
4549,27.40346
4550,27.39290
4551,27.38234
4552,27.37178
4553,27.36122
4554,27.35066
4555,27.34009
4556,27.32953
4557,27.31896
4558,27.30838
4559,27.29781
4560,27.28724
4561,27.27666
4562,27.26608
4563,27.25550
4564,27.24492
4565,27.23433
4566,27.22375
4567,27.21316
4568,27.20257
4569,27.19197
4570,27.18138
4571,27.17078
4572,27.16019
4573,27.14959
4574,27.13899
4575,27.12838
4576,27.11778
4577,27.10717
4578,27.09656
4579,27.08595
4580,27.07534
4581,27.06473
4582,27.05411
4583,27.04349
4584,27.03287
4585,27.02225
4586,27.01163
4587,27.00100
4588,26.99038
4589,26.97975
4590,26.96912
4591,26.95849
4592,26.94785
4593,26.93722
4594,26.92658
4595,26.91594
4596,26.90530
4597,26.89466
4598,26.88402
4599,26.87337
4600,26.86272
4601,18.47772
4602,26.84142
4603,26.83077
4604,26.82011
4605,26.80946
4606,26.79880
4607,26.78814
4608,26.77748
4609,26.76682
4610,26.75615
4611,26.74549
4612,26.73482
4613,26.72415
4614,26.71348
4615,26.70280
4616,26.69213
4617,26.68145
4618,26.67078
4619,26.66010
4620,26.64942
4621,26.63873
4622,26.62805
4623,26.61736
4624,26.60667
4625,26.59598
4626,26.58529
4627,26.57460
4628,26.56391
4629,26.55321
4630,26.54251
4631,26.53181
4632,26.52111
4633,26.51041
4634,26.49971
4635,26.48900
4636,26.47830
4637,26.46759
4638,26.45688
4639,26.44617
4640,26.43545
4641,26.42474
4642,26.41402
4643,26.40330
4644,26.39258
4645,26.38186
4646,26.37114
4647,26.36042
4648,26.34969
4649,26.33897
4650,26.32824
4651,26.31751
4652,26.30678
4653,26.29604
4654,26.28531
4655,26.27457
4656,26.26383
4657,26.25310
4658,26.24235
4659,26.23161
4660,26.22087
4661,26.21012
4662,26.19938
4663,26.18863
4664,26.17788
4665,26.16713
4666,26.15638
4667,26.14562
4668,26.13487
4669,26.12411
4670,26.11336
4671,26.10260
4672,26.09183
4673,26.08107
4674,26.07031
4675,26.05954
4676,26.04878
4677,26.03801
4678,26.02724
4679,26.01647
4680,26.00570
4681,25.99492
4682,25.98415
4683,25.97337
4684,25.96260
4685,25.95182
4686,25.94104
4687,25.93026
4688,25.91947
4689,25.90869
4690,25.89790
4691,25.88712
4692,25.87633
4693,25.86554
4694,25.85475
4695,25.84395
4696,25.83316
4697,25.82237
4698,25.81157
4699,25.80077
4700,25.78997
4701,18.10165
4702,25.76837
4703,25.75757
4704,25.74676
4705,25.73596
4706,25.72515
4707,25.71434
4708,25.70354
4709,25.69273
4710,25.68191
4711,25.67110
4712,25.66029
4713,25.64947
4714,25.63865
4715,25.62784
4716,25.61702
4717,25.60620
4718,25.59538
4719,25.58455
4720,25.57373
4721,25.56290
4722,25.55208
4723,25.54125
4724,25.53042
4725,25.51959
4726,25.50876
4727,25.49793
4728,25.48709
4729,25.47626
4730,25.46542
4731,25.45459
4732,25.44375
4733,25.43291
4734,25.42207
4735,25.41123
4736,25.40038
4737,25.38954
4738,25.37869
4739,25.36785
4740,25.35700
4741,25.34615
4742,25.33530
4743,25.32445
4744,25.31360
4745,25.30274
4746,25.29189
4747,25.28104
4748,25.27018
4749,25.25932
4750,25.24846
4751,25.23760
4752,25.22674
4753,25.21588
4754,25.20502
4755,25.19415
4756,25.18329
4757,25.17242
4758,25.16156
4759,25.15069
4760,25.13982
4761,25.12895
4762,25.11808
4763,25.10720
4764,25.09633
4765,25.08546
4766,25.07458
4767,25.06370
4768,25.05283
4769,25.04195
4770,25.03107
4771,25.02019
4772,25.00931
4773,24.99842
4774,24.98754
4775,24.97666
4776,24.96577
4777,24.95489
4778,24.94400
4779,24.93311
4780,24.92222
4781,24.91133
4782,24.90044
4783,24.88955
4784,24.87865
4785,24.86776
4786,24.85686
4787,24.84597
4788,24.83507
4789,24.82417
4790,24.81328
4791,24.80238
4792,24.79148
4793,24.78057
4794,24.76967
4795,24.75877
4796,24.74787
4797,24.73696
4798,24.72605
4799,24.71515
4800,24.70424
4801,28.53783
4802,24.68242
4803,24.67151
4804,24.66060
4805,24.64969
4806,24.63878
4807,24.62786
4808,24.61695
4809,24.60603
4810,24.59512
4811,24.58420
4812,24.57328
4813,24.56236
4814,24.55144
4815,24.54052
4816,24.52960
4817,24.51868
4818,24.50776
4819,24.49684
4820,24.48591
4821,24.47499
4822,24.46406
4823,24.45313
4824,24.44221
4825,24.43128
4826,24.42035
4827,24.40942
4828,24.39849
4829,24.38756
4830,24.37663
4831,24.36570
4832,24.35476
4833,24.34383
4834,24.33289
4835,24.32196
4836,24.31102
4837,24.30008
4838,24.28915
4839,24.27821
4840,24.26727
4841,24.25633
4842,24.24539
4843,24.23445
4844,24.22351
4845,24.21256
4846,24.20162
4847,24.19068
4848,24.17973
4849,24.16879
4850,24.15784
4851,24.14690
4852,24.13595
4853,24.12500
4854,24.11405
4855,24.10310
4856,24.09215
4857,24.08120
4858,24.07025
4859,24.05930
4860,24.04835
4861,24.03740
4862,24.02644
4863,24.01549
4864,24.00453
4865,23.99358
4866,23.98262
4867,23.97167
4868,23.96071
4869,23.94975
4870,23.93879
4871,23.92784
4872,23.91688
4873,23.90592
4874,23.89496
4875,23.88400
4876,23.87303
4877,23.86207
4878,23.85111
4879,23.84015
4880,23.82918
4881,23.81822
4882,23.80725
4883,23.79629
4884,23.78532
4885,23.77436
4886,23.76339
4887,23.75242
4888,23.74146
4889,23.73049
4890,23.71952
4891,23.70855
4892,23.69758
4893,23.68661
4894,23.67564
4895,23.66467
4896,23.65370
4897,23.64273
4898,23.63175
4899,23.62078
4900,23.60981
4901,18.13154
4902,23.58786
4903,23.57689
4904,23.56591
4905,23.55494
4906,23.54396
4907,23.53298
4908,23.52201
4909,23.51103
4910,23.50005
4911,23.48907
4912,23.47810
4913,23.46712
4914,23.45614
4915,23.44516
4916,23.43418
4917,23.42320
4918,23.41222
4919,23.40124
4920,23.39026
4921,23.37928
4922,23.36829
4923,23.35731
4924,23.34633
4925,23.33535
4926,23.32436
4927,23.31338
4928,23.30240
4929,23.29141
4930,23.28043
4931,23.26944
4932,23.25846
4933,23.24747
4934,23.23649
4935,23.22550
4936,23.21451
4937,23.20353
4938,23.19254
4939,23.18155
4940,23.17057
4941,23.15958
4942,23.14859
4943,23.13760
4944,23.12661
4945,23.11563
4946,23.10464
4947,23.09365
4948,23.08266
4949,23.07167
4950,23.06068
4951,23.04969
4952,23.03870
4953,23.02771
4954,23.01672
4955,23.00573
4956,22.99473
4957,22.98374
4958,22.97275
4959,22.96176
4960,22.95077
4961,22.93978
4962,22.92878
4963,22.91779
4964,22.90680
4965,22.89581
4966,22.88481
4967,22.87382
4968,22.86283
4969,22.85183
4970,22.84084
4971,22.82985
4972,22.81885
4973,22.80786
4974,22.79687
4975,22.78587
4976,22.77488
4977,22.76388
4978,22.75289
4979,22.74189
4980,22.73090
4981,22.71991
4982,22.70891
4983,22.69792
4984,22.68692
4985,22.67593
4986,22.66493
4987,22.65394
4988,22.64294
4989,22.63195
4990,22.62095
4991,22.60996
4992,22.59896
4993,22.58796
4994,22.57697
4995,22.56597
4996,22.55498
4997,22.54398
4998,22.53299
4999,22.52199
5000,22.51100
5001,13.63064
5002,22.48900
5003,22.47801
5004,22.46701
5005,22.45602
5006,22.44502
5007,22.43403
5008,22.42303
5009,22.41204
5010,22.40104
5011,22.39004
5012,22.37905
5013,22.36805
5014,22.35706
5015,22.34606
5016,22.33507
5017,22.32407
5018,22.31308
5019,22.30208
5020,22.29109
5021,22.28009
5022,22.26910
5023,22.25811
5024,22.24711
5025,22.23612
5026,22.22512
5027,22.21413
5028,22.20313
5029,22.19214
5030,22.18115
5031,22.17015
5032,22.15916
5033,22.14817
5034,22.13717
5035,22.12618
5036,22.11519
5037,22.10419
5038,22.09320
5039,22.08221
5040,22.07122
5041,22.06022
5042,22.04923
5043,22.03824
5044,22.02725
5045,22.01626
5046,22.00527
5047,21.99427
5048,21.98328
5049,21.97229
5050,21.96130
5051,21.95031
5052,21.93932
5053,21.92833
5054,21.91734
5055,21.90635
5056,21.89536
5057,21.88437
5058,21.87339
5059,21.86240
5060,21.85141
5061,21.84042
5062,21.82943
5063,21.81845
5064,21.80746
5065,21.79647
5066,21.78549
5067,21.77450
5068,21.76351
5069,21.75253
5070,21.74154
5071,21.73056
5072,21.71957
5073,21.70859
5074,21.69760
5075,21.68662
5076,21.67564
5077,21.66465
5078,21.65367
5079,21.64269
5080,21.63171
5081,21.62072
5082,21.60974
5083,21.59876
5084,21.58778
5085,21.57680
5086,21.56582
5087,21.55484
5088,21.54386
5089,21.53288
5090,21.52190
5091,21.51093
5092,21.49995
5093,21.48897
5094,21.47799
5095,21.46702
5096,21.45604
5097,21.44506
5098,21.43409
5099,21.42311
5100,21.41214
5101,14.06647
5102,21.39019
5103,21.37922
5104,21.36825
5105,21.35727
5106,21.34630
5107,21.33533
5108,21.32436
5109,21.31339
5110,21.30242
5111,21.29145
5112,21.28048
5113,21.26951
5114,21.25854
5115,21.24758
5116,21.23661
5117,21.22564
5118,21.21468
5119,21.20371
5120,21.19275
5121,21.18178
5122,21.17082
5123,21.15985
5124,21.14889
5125,21.13793
5126,21.12697
5127,21.11600
5128,21.10504
5129,21.09408
5130,21.08312
5131,21.07216
5132,21.06121
5133,21.05025
5134,21.03929
5135,21.02833
5136,21.01738
5137,21.00642
5138,20.99547
5139,20.98451
5140,20.97356
5141,20.96260
5142,20.95165
5143,20.94070
5144,20.92975
5145,20.91880
5146,20.90785
5147,20.89690
5148,20.88595
5149,20.87500
5150,20.86405
5151,20.85310
5152,20.84216
5153,20.83121
5154,20.82027
5155,20.80932
5156,20.79838
5157,20.78744
5158,20.77649
5159,20.76555
5160,20.75461
5161,20.74367
5162,20.73273
5163,20.72179
5164,20.71085
5165,20.69992
5166,20.68898
5167,20.67804
5168,20.66711
5169,20.65617
5170,20.64524
5171,20.63430
5172,20.62337
5173,20.61244
5174,20.60151
5175,20.59058
5176,20.57965
5177,20.56872
5178,20.55779
5179,20.54687
5180,20.53594
5181,20.52501
5182,20.51409
5183,20.50316
5184,20.49224
5185,20.48132
5186,20.47040
5187,20.45948
5188,20.44856
5189,20.43764
5190,20.42672
5191,20.41580
5192,20.40488
5193,20.39397
5194,20.38305
5195,20.37214
5196,20.36122
5197,20.35031
5198,20.33940
5199,20.32849
5200,20.31758
5201,26.02064
5202,20.29576
5203,20.28485
5204,20.27395
5205,20.26304
5206,20.25213
5207,20.24123
5208,20.23033
5209,20.21943
5210,20.20852
5211,20.19762
5212,20.18672
5213,20.17583
5214,20.16493
5215,20.15403
5216,20.14314
5217,20.13224
5218,20.12135
5219,20.11045
5220,20.09956
5221,20.08867
5222,20.07778
5223,20.06689
5224,20.05600
5225,20.04511
5226,20.03423
5227,20.02334
5228,20.01246
5229,20.00158
5230,19.99069
5231,19.97981
5232,19.96893
5233,19.95805
5234,19.94717
5235,19.93630
5236,19.92542
5237,19.91454
5238,19.90367
5239,19.89280
5240,19.88192
5241,19.87105
5242,19.86018
5243,19.84931
5244,19.83844
5245,19.82758
5246,19.81671
5247,19.80585
5248,19.79498
5249,19.78412
5250,19.77326
5251,19.76240
5252,19.75154
5253,19.74068
5254,19.72982
5255,19.71896
5256,19.70811
5257,19.69726
5258,19.68640
5259,19.67555
5260,19.66470
5261,19.65385
5262,19.64300
5263,19.63215
5264,19.62131
5265,19.61046
5266,19.59962
5267,19.58877
5268,19.57793
5269,19.56709
5270,19.55625
5271,19.54541
5272,19.53458
5273,19.52374
5274,19.51291
5275,19.50207
5276,19.49124
5277,19.48041
5278,19.46958
5279,19.45875
5280,19.44792
5281,19.43710
5282,19.42627
5283,19.41545
5284,19.40462
5285,19.39380
5286,19.38298
5287,19.37216
5288,19.36135
5289,19.35053
5290,19.33971
5291,19.32890
5292,19.31809
5293,19.30727
5294,19.29646
5295,19.28566
5296,19.27485
5297,19.26404
5298,19.25324
5299,19.24243
5300,19.23163
5301,13.93008
5302,19.21003
5303,19.19923
5304,19.18843
5305,19.17763
5306,19.16684
5307,19.15605
5308,19.14525
5309,19.13446
5310,19.12367
5311,19.11288
5312,19.10210
5313,19.09131
5314,19.08053
5315,19.06974
5316,19.05896
5317,19.04818
5318,19.03740
5319,19.02663
5320,19.01585
5321,19.00508
5322,18.99430
5323,18.98353
5324,18.97276
5325,18.96199
5326,18.95122
5327,18.94046
5328,18.92969
5329,18.91893
5330,18.90817
5331,18.89740
5332,18.88664
5333,18.87589
5334,18.86513
5335,18.85438
5336,18.84362
5337,18.83287
5338,18.82212
5339,18.81137
5340,18.80062
5341,18.78988
5342,18.77913
5343,18.76839
5344,18.75765
5345,18.74690
5346,18.73617
5347,18.72543
5348,18.71469
5349,18.70396
5350,18.69322
5351,18.68249
5352,18.67176
5353,18.66103
5354,18.65031
5355,18.63958
5356,18.62886
5357,18.61814
5358,18.60742
5359,18.59670
5360,18.58598
5361,18.57526
5362,18.56455
5363,18.55383
5364,18.54312
5365,18.53241
5366,18.52170
5367,18.51100
5368,18.50029
5369,18.48959
5370,18.47889
5371,18.46819
